venue_uid,"venue","coordinates","address","city","zip","url"
10213335,"Aether Space","29.7817635,-95.3944672","3210 White Oak Drive","Houston","77007","www.aetherspaceart.com"
10215854,"Minute Maid Park","29.757481,-95.356748","501 Crawford Street","houston","77002","houston.astros.mlb.com/hou/ballpark/index.jsp"
10227742,"Julia Ideson Building (Houston Public Library)","29.75944625,-95.3699900990414","500 McKinney Street","Houston","77002","www.houstonlibrary.org/julia-ideson-building"
10229094,"Houston Museum of Natural Science","29.7190573,-95.381379","1 Hermann Circle Drive","Houston","77030","www.hmns.org"
10278896,"Tienda X","29.7389991,-95.3987207","1420 West Alabama Street","Houston","77006",NULL
10293201,"Children's Museum","29.7225873,-95.3851747148551","1500 Binz Street","Houston","77006","www.cmhouston.org"
10316129,"Cherryhurst House","29.7451865714286,-95.3972407142857","1603 Cherryhurst Street","Houston","77006",NULL
10330916,"Aurora Residency","29.7416709,-95.4337472","1834 1/2 Westheimer Road","Houston","77098",NULL
10339974,"The Joannex","29.736883,-95.395828","1401 Branard Street","Houston","77006","thejoanna.org"
10362227,"Folklore Films Studio","29.735307,-95.381246","4118 Fannin Street","Houston","77003","www.folklorefilms.org"
10393708,"Hartgrove Galleries","29.7353472424242,-95.4824273838384","5905 Winsome Lane","Houston","77057",NULL
10407329,"610 Gallery","29.812445,-95.397178","205 East 28th Street","Houston","77008","610gallery.wordpress.com"
10422073,"Piola Houston","29.7427083,-95.3797071","3201 Louisiana Street, Suite #130","Houston","77006","www.piola.it"
10434253,"El Rincon Social","29.74993322209,-95.3423297254765","3210 Preston Street","Houston","77003","elrinconsocial.org"
10439642,"Cindy Lisica Gallery","29.7327623,-95.3907816","4411 Montrose Boulevard","Houston","77006","cindy-lisica.squarespace.com"
10479217,"Hotel Ylem","29.6936822,-95.4157688","8080 Main Street","Houston","77025","www.hotelylem.com"
10483389,"The Wendy","29.7436431578947,-95.3955217368421","1374 Westheimer Road","Houston","77006",NULL
10490485,"Bush Intercontinental Airport Control Tower","29.988057,-95.349879","S Terminal Road","Houston","77032",NULL
10509382,"Harambee Gallery in partnership with HTV @ City Hall Houston","29.7601573,-95.3715557","901 Bagby Street","Houston","77002","harambeeartgallery.com/index.htm"
10534432,"post-studio projects","29.757275,-95.348541","2315 Commerce Street","Houston","77002","www.post-studio.org   "
10547616,"McMurtrey Gallery","29.7346746734694,-95.4199782653061","3508 Lake Street","Houston","77098","www.mcmurtreygallery.com"
10559002,"Embassy Suites Downtown Houston","29.75302945,-95.3613308036377","1515 Dallas Street","Houston","77010",NULL
10586287,"The Audley Society","29.7361883469388,-95.4262017755102","3231 Audley Street","Houston","77098","n/a"
10615069,"Kulture Restaurant","29.7545818,-95.3569129","701 Avenida De Las Americas, Suite A","Houston","77010","www.facebook.com/KultureHouston/"
10664583,"Windows On Main","29.741428,-95.377081","3620 Main Street","Houston","77002",NULL
10711215,"PG Contemporary","29.7421534,-95.379192","3227 1/2 Milam Street","Houston","77006","www.pgcontemporary.com"
10716065,"Space in Montrose","29.7426143877551,-95.4021578571429","2608 Dunlavy Street","Houston","77006","www.whosinspace.com"
10725400,"The Houston Foundry","29.7743594,-95.3508324","1712 Burnett Street","Houston","77029","n/a"
10807537,"James Gallery","29.7734365,-95.3847242","2500 Summer Street, Unit 212","Houston","77007",NULL
10811152,"Capitol Street Gallery","29.736316,-95.308591","6701 Capitol Street","Houston","77011",NULL
10815468,"Hannah Bacol Busch Gallery","29.743557,-95.4105962","2501 South Shepherd Drive","Houston","77019",NULL
10828256,"Moran/Valverde Studio","29.7903249,-95.4134052","303 East 11th Street","Houston","77008",NULL
10836016,"2101 Winter Street","29.7719266,-95.3819938","2101 Winter Street","Houston","77007",NULL
10882108,"The Space HTX","29.7585273,-95.3525802","2005 Commerce Street","Houston","77002","www.thespacehtx.com"
10896671,"Space Center Houston","29.548604,-95.098678","1601 NASA Parkway","Houston","77058","www.spacecenter.org"
10902844,"MD Anderson Library (UH)","29.7210239,-95.341939","4333 University Drive","Houston","77204","info.lib.uh.edu/p/poetryandprose "
10907097,"J. Palmer Exhibition Space (CoM)","29.3958375,-95.0017847","1200 Amburn Road","Texas City","77591","www.com.edu/gallery"
10930357,"Cy Twombly Gallery (Menil Collection)","29.7368630114943,-95.398284908046","1501 Branard Street","Houston","77006",NULL
10958244,"Wired Up","29.742402,-95.4044437","2608 Dunlavy Street","Houston","77006",NULL
10966282,"Mongoose Versus Cobra","29.7453578327586,-95.373838479104","1011 McGowen Street","Houston","77002","mongooseversuscobra.com"
11000839,"The H Gallery","29.717554,-95.414141","2356 Rice Boulevard","Houston","77005","www.hungrysgallery.com"
11001812,"Vine Sreet Studios Building","29.76786625,-95.35710575","1113 Vine Street","Houston","77002","www.rudolphprojects.com"
11041996,"Urban Lofts","29.7531796666667,-95.3817583333333","177 West Gray Street","Houston","77019",NULL
11058957,"The Printing Museum","29.755441,-95.396957","1324 West Clay Street","Houston","77019","www.printingmuseum.org"
11089742,"6705 Capitol Street","29.7370648,-95.3102746","6705 Capitol Street","Houston","77011",NULL
11140604,"Itchy Acres","29.834479,-95.4076038","405 Martin Street","Houston","77018",NULL
11143361,"HOMEcore","29.7580702,-95.3506039","2010 Commerce Street, Unit B","Houston","77002",NULL
11155733,"Ballroom at Bayou Place","29.762319,-95.3694239","500 Texas Street","Houston","77002",NULL
11167254,"Bauhaus Houston","29.7475356,-95.3639636","1803 Pease Street","Houston","77033",NULL
11227709,"Conroe Art League","30.3111166,-95.4568263","127 Simonton Street","Conroe","77301","www.conroeartleague.com"
11248840,"ARKA Art","29.7314269,-95.3847531","4715 South Main Street","Houston","77002",NULL
11249739,"2347 North Boulevard","29.7278709,-95.4160671","2347 North Boulevard","Houston","77098",NULL
11288393,"Holocaust Museum Houston","29.725534,-95.38587","9220 Kirby Drive, Suite 100","Houston","77054","www.hmh.org"
11294310,"1509 Spring Street","29.7751126938775,-95.3726175714286","1509 Spring Street","Houston","77007",NULL
11304257,"Houston Via Colori","29.7603571,-95.3693747","901 Bagby Street","Houston","77002",NULL
11334523,"University of Houston at Sugar Land (UH Sugar Land)","29.5752059,-95.652678","14000 University Boulevard","Sugar Land","77479","www.uh.edu/sugarland/"
11347050,"Xnihilo Gallery","29.750092,-95.3856178571429","2115 Taft Street","Houston","77006","www.xnil.org/v2/html/"
11395000,"Under the Radar Brewery","29.734181,-95.375942","1506 Truxillo Street","Houston","77004","www.undertheradarbrewery.com"
11414200,"The Silo","29.7663523421053,-95.3232972894737","415 Schweikhardt Street","Houston","77020",NULL
11433915,"1821 West Alabama Street","29.738334,-95.405581","1821 West Alabama Street","Houston","77098",NULL
11453657,"HCC Spring Branch Campus Art Gallery","29.786364,-95.5630962","1010 West Sam Houston Parkway North","Houston","77043","www.hccs.edu/locations/northwest-college/spring-branch-campus/"
11491833,"912 St. Charles Street","29.749896,-95.351918","912 St. Charles Street","Houston","77003",NULL
11506513,"Invisible Gallery","29.7473463,-95.3043974","1601 Wayside Drive","Houston","77011","www.facebook.com/invisible-gallery-236813276339698/"
11533392,"Hellbox Gallery","29.7426946666667,-95.4024456666667","1709 Westheimer Road","Houston","77098",NULL
11537273,"Palm Center, 2nd Floor Courtroom","29.696865,-95.333932","5300 Griggs Road","Houston","77021",NULL
11541711,"Orange Show Center for Visionary Art","29.7177976326531,-95.3245086122449","2402 Munger Street","Houston","77023","www.orangeshow.org"
11544313,"Zilkha Hall Stage (Hobby Center)","29.761677,-95.368883","800 Bagby Street","Houston","77002","www.thehobbycenter.org/index.php?q=node/124"
11550677,"Sharespace","29.7506791,-95.3239985","5001 Navigation Boulevard","Houston","77011","www.sharespace.co/"
11597804,"René Wiley Gallery","29.3049007,-94.7920566","2128 Postoffice Street","Galveston","77550","www.renewileyart.com"
11607508,"Houston Community College Southwest (HCC SW)","29.7259882,-95.4604104","5601 West Loop South","Houston","77081","southwest.hccs.edu"
11633450,"The Louis and Annie Friedman Clock Tower","29.7626134,-95.3621888","301 Milam Street","Houston","77002",NULL
11647084,"11 Below Brewery","29.9526225,-95.5211223","6820 Bourgeois Road","Houston","77066",NULL
11659247,"1535 Michigan Street","29.747751,-95.4006077","1535 Michigan Street","Houston","77006",NULL
11697216,"Obsidian Gallery","29.7815737755102,-95.3954507346939","3522 White Oak Drive","Houston","77007","www.hardakerandhardaker.com"
11716308,"Rec Room Houston","29.760306,-95.353905","100 Jackson Street, #130C","Houston","77002","www.recroomhtx.com"
11774489,"Isolation Gallery","29.742336122449,-95.3348845714286","4319 Walker Street","Houston","77023","isolationgallery.com"
11778569,"Brasil Cafe","29.7426376938775,-95.4021584285714","2604 Dunlavy Street","Houston","77006","brasilcafe.net"
11785671,"Domy Houston","29.7426946666667,-95.4024456666667","1709 Westheimer Road","Houston","77098","domybookstore.com"
11786582,"The Community Artists' Collective","29.7346417,-95.3798594","4101 San Jacinto Street, Suite 116","Houston","77004","thecollective.org"
11798058,"2411 Wroxton","29.7244908,-95.4176823","2411 Wroxton Road","Houston","77005",NULL
11847921,"Alvin Community College Fine Arts Gallery","29.3990253,-95.244978","3110 Mustang Road, Building B, 2nd Floor","Alvin","77511","www.alvincollege.edu/Art"
11856697,"Lawndale Art Center","29.7296227954545,-95.3866608181818","4912 Main Street","Houston","77002","www.lawndaleartcenter.org"
11860572,"Flatland Gallery","29.7425668,-95.4046027","1709 Westheimer Road","Houston","77098","www.facebook.com/flatlandgalleryhtx/"
11864345,"6822 Rowan Lane","29.701177,-95.5051077","6822 Rowan Lane","Houston","77074",NULL
11868758,"Calico Print Co.","29.745843,-95.34753","1004 Palmer Street","Houston","77003",NULL
11915400,"Baker Ripley Charter School","29.7110334970528,-95.4969674504451","6500 Rookin Street","Houston","77074",NULL
11926532,"Houston Art Gallery & Boutique","29.7715977,-95.6032977","14520 Memorial Drive, #16F","Houston","77079",NULL
11961292,"McWhorter Gallery","29.758776,-95.347585","2219 Canal Street","Houston","77003","www.mcwhortergallery.com"
11970300,"South Gessner Police Station","29.6494973,-95.5283915","8605 Westplace Drive","Houston","77071",NULL
12013946,"Melodrama Boutique","29.7221210204082,-95.3790857755102","5306 Almeda Road","Houston","77004","melodramaboutiqueonline.com"
12026929,"MATCH - Midtown Arts & Theater Center Houston","29.7400665,-95.3788718","3400 Main Street","Houston","77002","www.matchouston.org"
12042046,"1600 Smith Street","29.7545586744186,-95.3720405232558","1600 Smith Street","Houston","77002",NULL
12050612,"Capsule Gallery","29.7367831,-95.3806682","3909 Main Street","Houston","77002",NULL
12059551,"HCC West Loop Campus Art Gallery","29.7213548,-95.4596009","5601 West Loop South","Houston","77081",NULL
12102841,"Bluffer Gallery","29.7251621,-95.344576","4800 Calhoun Road","Houston","77204",NULL
12110484,"MKT BAR","29.7543255,-95.3616311","1001 Austin Street","Houston","77010","www.MKTBAR.com"
12167236,"Foto Relevance","29.7426542,-95.3892524","616 Hawthorne Street","Houston","77006","fotorelevance.com"
12205918,"Wedge Space","29.7046635,-95.2997982","6815 Rustic Street, Felix Morales Building","Houston","77087","wedgespace.tumblr.com"
12257063,"Cosentino Center","29.7953243,-95.5652716","1350 West Sam Houston Parkway, Suite 150","Houston","77043",NULL
12266166,"Gallery Two1Four","29.7665827086432,-95.3606750065383","214 Travis Street","Houston","77002","gallery214.com"
12266914,"920 Westcott","29.770268,-95.424529","920 Westcott Street","Houston","77007",NULL
12267103,"Jones Plaza","29.7615182,-95.3673262","601 Louisiana Street","Houston","77002",NULL
12278794,"Nancy Littlejohn Fine Art","29.7373421,-95.4348901","3465B West Alabama Street","Houston","77027","nancylittlejohnfineart.com"
12291114,"Elder Street Gallery","29.768535,-95.367726","1101 Elder Street","Houston","77007","www.elderstreetartist.com"
12292027,"Bering Art Collective","29.7753769,-95.3765494","1824 Spring Street, #119","Houston","77007","www.beringart.com"
12295343,"MKG Art Management","29.7347527073171,-95.4219433658537","2825 Colquitt Street","Houston","77098","www.mkgart.com"
12330565,"Museum of Fine Arts, Houston (MFAH)","29.725938,-95.39462","1001 Bissonnet Street","Houston","77005","www.mfah.org"
12351178,"Studio 703","29.7835722,-95.3990993","703 Yale Street","Houston","77007",NULL
12375000,"Menil Drawing Institute (Menil Collection)","29.7362167,-95.3969048","1412 West Main Street","Houston","77006","www.menil.org/drawing-institute"
12399636,"10200 Bellaire Boulvard","29.7069543,-95.5640807","10200 Bellaire Boulevard","Houston","77072",NULL
12406841,"MLK Center","29.732726,-95.3543247","2720 Sampson Street","Houston","77004",NULL
12420912,"4188 Elgin Street","29.725853,-95.3415486","4188 Elgin Street","Houston","77004",NULL
12482980,"City Artworks","29.794148,-95.483721","1330-R Wirt Road","Houston","77055",NULL
12485585,"Sears","29.7342402,-95.3844946","4201 Main Street","Houston","77002",NULL
12506114,"Museum of Cultural Arts Houston (MOCAH)","29.7666692244898,-95.3555988571429","908 Wood Street","Houston","77002","mocah.org"
12529352,"Arlo’s Ballroom","29.7465348,-95.3582007","2119 Leeland Street","Houston","77003","www.facebook.com/arlosballroom/"
12535941,"Rienzi (MFAH)","29.7573447,-95.4170304","1406 Kirby Drive","Houston","77019",NULL
12581479,"Deutser Art Gallery","29.6752362,-95.4861775","5601 South Braeswood Boulevard","Houston","77096","www.jcchouston.org/index.php?submenu=arts_c"
12600090,"Warehouse Live","29.7475267,-95.3584466","813 Saint Emanuel Street","Houston","77003","www.warehouselive.com"
12611331,"1508 Ridgewood","29.752139,-95.4038217","1508 Ridgewood Street","Houston","77006",NULL
12640959,"Annex Gallery (HCC Southwest)","29.6244989,-95.5639523","13645 Murphy Road, Suite 250","Stafford","77477","southwest.hccs.edu/southwest"
12652447,"Angela Davis Park","29.7325652,-95.3902692","Woodrow Street @ Kyle Street","Houston","77006","www.facebook.com/friendsofangeladavispark?fref=photo"
12705346,"BioScience Research Collaborative (Rice University)","29.683784,-95.4229244","6500 Main Street","Houston","77030",NULL
12715645,"Byzantine Fresco Chapel","29.7364485,-95.39528385","4011 Yupon Street","Houston","77006",NULL
12723328,"Chick and Chica Shop Window","29.7384017,-95.3799932","3710 Main Street","houston","77002",NULL
12727557,"St. Arnold's Brewery","29.771508,-95.348911","2000 Lyons Avenue","Houston","77020",NULL
12744439,"The Institute For Hispanic Culture","29.737163,-95.427096","3315 Sul Ross Street","Houston","77098","www.ihch.org"
12757578,"Deborah Colton Gallery","29.7277956,-95.41597","2445 North Boulevard","Houston","77098","www.deborahcoltongallery.com"
12757804,"215 Grove Street","29.7651395,-95.3390333","215 Grove Street","Houston","77020",NULL
12773559,"Hello Lucky","29.7895533333333,-95.3879113333333","1025 Studewood Street","Houston","77008","www.hello-lucky.com"
12803169,"Nizza Mosaic Studio and Gallery","29.7909185306122,-95.3872781836735","1135 East 11th Street","Houston","77009","nizzamosaicstudio.com"
12821536,"Catacomb","29.757646,-95.347863","2315 Commerce Street, Studio 7","Houston","77002","squareup.com/market/catacomb"
12861780,"North Set Studios","29.7920167,-95.3633253","3411 Irvington Boulevard","Houston","77009","www.facebook.com/northsetstudios/"
12887849,"Kindred","29.746428,-95.3961148","2515 Waugh Drive","Houston","77006","www.beinggrace.org"
12904231,"Black Barbie","29.7515215,-95.3357044","3621 Canal Street","Houston","77003","www.facebook.com/DollsPlay/"
12909288,"Forum6","29.7756841,-95.3788949","1824 Spring Street, #227","Houston","77007","forum6contemporary.com"
12952164,"Mackey Gallery","29.7907011428571,-95.391361","628 East 11th Street","Houston","77008","www.mackeygallery.com"
12963284,"Foelber Pottery Gallery and Studios","29.7345667541131,-95.3880438854748","706 Richmond Avenue","Houston","77006",NULL
12999371,"Poison Girl Cocktail Lounge","29.7426512,-95.383951","1641 Westheimer Road, Suite B","Houston","77006",NULL
13020476,"The Brandon","29.7426946666667,-95.4024456666667","1709 Westheimer Road","Houston","77098","www.thebrandoncontemporary.com"
13046622,"NeNo Studios","29.778132,-95.3549447","1506 Lorraine Street, #A","Houston","77009",NULL
13076333,"The Galleria","29.7405664333333,-95.4635921666667","5085 Westheimer Road","Houston","77056","www.simon.com/mall/default.aspx?ID=805"
13080435,"The TANK Space","29.7756841,-95.3788949","1824 Spring Street","Houston","77007","www.springstreetstudios.info"
13157813,"m Architects","29.7680807,-95.3568895","1206 Nance Street","Houston","77002","www.m-architects.com/art-events/"
13200844,"Kingwood Town Center","30.0475941,-95.1873431","8 North Main Street","Kingwood","77339",NULL
13208631,"Rudyard’s Pub","29.7499459,-95.3965971","2010 Waugh Drive","Houston","77006",NULL
13236364,"Nicole Longnecker Gallery","29.7347647755102,-95.4190644081633","2625 Colquitt Street","Houston","77098","longneckergallery.com"
13240000,"Axelrad","29.7349641,-95.374773","1517 Alabama Street","Houston","77004","www.axelradbeergarden.com/about/"
13240030,"Blackburn Music","29.733512,-95.3929519","4314 Yoakum Street, Suite 301","Houston","77006","www.Blackburn-Music.com"
13251653,"Off the Wall Gallery","29.7388498,-95.4617538","5015 Westheimer Road, Suite 2208","Houston","77056","www.offthewallgallery.com"
13275212,"Rothko Chapel (Menil Collection)","29.7377392040816,-95.3959643469388","1409 Sul Ross Street","Houston","77006","www.rothkochapel.org"
13289000,"Altharetta Yeargin Art Museum","29.7808974,-95.5848437","901 Yorchester Drive","Houston","77079","www.facebook.com/Altharetta-Yeargin-Art-Museum-426190580738514/"
13292265,"Meek Studio & Gallery","29.7749636,-95.3795073","1903 Spring Street","Houston","77007","www.facebook.com/BillMeekStudioandGallery"
13309569,"Rising Tide Projects","29.3048675,-94.7988807","2510 Market Street","Galveston","77550",NULL
13329975,"South Park Annex","29.7145753,-95.3406678","5001 Calhoun Street","Houston","77004",NULL
13354262,"The Next Door Gallery","29.7498258,-95.396475","2020 Waugh Drive","Houston","77006",NULL
13357951,"Watercolor Art Society","29.7383709,-95.3995419","1601 West Alabama Street","Houston","77006","www.watercolorhouston.org"
13360379,"The Bryan Museum","29.2974184,-94.7890034","1315 21st Street","Galveston","77550","www.thebryanmuseum.org"
13360907,"Bosque Gallery (LSC CyFair)","29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101","Cypress","77433","cyfair.lonestar.edu/bosquegallery"
13371986,"Project Row Houses","29.7319444081633,-95.3652960612245","2521 Holman Street","Houston","77004","www.projectrowhouses.org"
13407111,"All Along Little York Road","29.8717577,-95.2742256","Little York Road","Houston","77016",NULL
13411311,"Lowbrow Houston","29.736005,-95.399409","1601 West Main Street","Houston","77006","lowbrowhouston.com"
13486306,"Jones Hall (University of Saint Thomas)","29.7376749591837,-95.3926459795918","3910 Yoakum Boulevard","Houston","77006",NULL
13500511,"Honors Commons (UH)","29.7207301,-95.3423201","4333 University Drive, MD Anderson Library #212","Houston","77004",NULL
13521856,"University of Houston Clear Lake (UHCL)","29.5825359,-95.0983531","2700 Bay Area Boulevard","Houston","77058",NULL
13533688,"Arts & Frames","29.2997574878049,-94.7867807073171","1126 19th Street","Galveston","77550",NULL
13541359,"Wortham Center","29.7624638655581,-95.3668561123646","500 Texas Avenue","Houston","77002","www.houstonfirsttheaters.com/worthamcenter.aspx"
13572636,"The National Museum of Funeral History","29.9894192,-95.4305195","415 Barren Springs Drive","Houston","77090","nmfh.org"
13638544,"Evelyn Rubenstein Jewish Community Center of Houston","29.674264,-95.483852","5601 South Braeswood Boulevard","Houston","77096",NULL
13690805,"Lone Star College - North Harris","30.0063352,-95.3799192","2700 W.W. Thorne Drive","Houston","77073","northharris.lonestar.edu"
13695903,"Scott Charmin Gallery","29.733593,-95.28483","504 78th Street","Houston","77012","scottcharmin.tumblr.com"
13740621,"Alamo Drafthouse @ Vintage Park","29.9947407,-95.572639","114 Vintage Park Blvd, Bldg H, Suite J","Houston","77070","drafthouse.com/houston/vintage_park"
13750233,"Joybird Houston","29.7425053,-95.4037982","1735 Westheimer Road","Houston","77098","joybird.com"
13787030,"4411 Montrose Boulevard","29.7331773877551,-95.3910081836735","4411 Montrose Boulevard","Houston","77006","www.4411montrose.com"
13836756,"RockStar Gallery","29.8490266,-95.4966129","5700 NW Central Drive, #160","Houston","77092","stateoftheartshows.com/rockstar-art-gallery/"
13840831,"Allen's Landing Park","29.764137,-95.3587599","1005 Commerce Street","Houston","77002","buffalobayou.org/visit/destination/allens-landing/"
13867922,"Sean Anthony Salons","29.7297486,-95.4788522","3300 Chimney Rock Road","Houston","77056",NULL
13921863,"3517 Irvington Boulevard","29.792525,-95.3635007","3517 Irvington Boulevard","Houston","77009",NULL
13926907,"Russ Pitman Park","29.700647,-95.451296","7112 Newcastle Street","Bellaire","77401","www.naturediscoverycenter.org"
13936768,"White Oak Bayou","29.8203173,-95.4493119","TC Jester Boulevard @ Tidwell Road","Houston","77091","en.wikipedia.org/wiki/White_Oak_Bayou"
13952082,"Inman Gallery","29.7369951,-95.380541","3901 Main Street","Houston","77002","www.inmangallery.com"
13956511,"MAS Alternative Exhibition Space","29.7752312857143,-95.3762571836735","1824 Spring Street","Houston","77007",NULL
13965105,"El Dorado Ballroom","29.7347976530612,-95.3657457142857","2310 Elgin Street","Houston","77004",NULL
13988569,"The Tipping Point","29.755338122449,-95.3663085102041","1212 Main Street","Houston","77002","www.thetippingpointstore.com"
14020589,"A Healing Collective","29.7046635,-95.4466197","4231 Bellaire Boulevard","Houston","77025","ahealingcollective.com"
14055130,"Visionary Heights","29.7952229,-95.4081331","1331 Nicholson Street","Houston","77008","visionaryheights.com"
14058025,"Hermann Park Conservancy","29.720849,-95.3888729","6201-A Golf Course Drive","Houston","77030","www.hermannpark.org"
14088458,"G Spot Gallery Houston","29.7869427,-95.3946265","310 East 9th Street","Houston","77008","www.ggalleryhouston.com"
14097036,"Micro Scope Project","29.7753797,-95.3766764","1824 Spring Street","Houston","77007",NULL
14132823,"Vanishing Point Cafe","29.3058385,-94.7927191","2411 Grand Street","Galveston","77550",NULL
14153503,"Glassell School of Art","29.727243,-95.3927491","5101 Montrose Boulevard","Houston","77006","www.mfah.org"
14173671,"URBN Dental Midtown","29.739495,-95.3814217","3510 Main Street Suite E","Houston","77002","www.urbndental.com"
14182952,"The Beer Can House","29.7637822,-95.4190711","222 Malone Street","Houston","77007","www.orangeshow.org/beercan.html"
14185711,"Sidewalks around City Hall","29.7603571,-95.3693747","901 Bagby Street","Houston","77009",NULL
14199188,"Octavia Art Gallery","29.737805,-95.435799","3637 West Alabama Street, Suite 120","Houston","77027","www.octaviaartgallery.com"
14207979,"Bill's Junk","29.7909195510204,-95.3872143061224","1125 East 11th Street","Houston","77009","www.billdavenport.com/junkstore/junkstore.html"
14221280,"Art League Houston","29.7507561428571,-95.3919823877551","1953 Montrose Boulevard","Houston","77006","www.artleaguehouston.org"
14224768,"JP Morgan Chase","29.7246365,-95.3905619","712 Main Street","Houston","77002",NULL
14232958,"Design Within Reach","29.7531665,-95.40676975","1956 West Gray Street","Houston","77019","www.dwr.com"
14258737,"Spring Street Studios","29.7752312857143,-95.3762571836735","1824 Spring Street","Houston","77007",NULL
14274438,"Gerald D. Hines Waterwall Park","29.737804,-95.460759","2800 Post Oak Boulevard","Houston","77056","www.uptown-houston.com/news/page/water-wall-park"
14312615,"Contemporary Art Gallery (Houston Baptist University)","29.6929877,-95.5147577","7502 Fondren Road","Houston","77074","www.hbu.edu/About-HBU/The-Campus/Facilities/University-Academic-Center/UAC-Art-Gallery.aspx"
14330106,"Foltz Fine Art","29.7424664,-95.4125566","2143 Westheimer Road","Houston","77098","www.reavesart.com/index.php"
14336347,"219 Stratford Street","29.7467766,-95.3868703","219 Stratford Street, Apt B","Houston","77006",NULL
14369173,"Rice University Art Gallery (Rice University)","29.7184003,-95.3981109","6100 Main Street, 352 Sewall Hall","Houston","77005","www.ricegallery.org"
14381185,"Salem Evangelical Lutheran Church","29.670942,-95.463539","4930 West Bellfort Boulevard","Houston","77035",NULL
14497201,"San Jacinto College Central Gallery (San Jacinto College Central)","29.661066,-95.112183","8060 Spencer Highway, Building C4, Room 119","Pasadena","77505",NULL
14503265,"Summer Street Studios","29.7729894343434,-95.3836425252525","2204 Summer Street","Houston","77007",NULL
14603859,"The Black Box (San Jacinto College South)","29.6040443,-95.2284853","13735 Beamer Road","Houston","77089","www.sanjac.edu"
14632234,"Bisong Art Gallery","29.7674761,-95.3533453","1305 Sterrett Street","Houston","77002",NULL
14656903,"MegaHost Gallery at Jenni's Noodle House","29.8039832222222,-95.3920183333333","602 East 20th Street","Houston","77008","www.noodlesrule.com"
14725459,"Dillon Kyle Architects","29.7389504,-95.3998263","1500 West Alabama Street","Houston","77006","www.dkarc.com"
14735235,"Galveston Art Lending Library","29.3080137,-94.7933802","2002 Avenue B","Galveston","77550",NULL
14746351,"Galeria Regina","29.734555,-95.402826","1716 Richmond Avenue","Houston","77098","www.galeriaregina@comcast.net"
14752811,"1716 W Main Street","29.7362964,-95.4048903","1716 West Main Street","Houston","77098",NULL
14806627,"Curation Myth Ministries (Box 13 Art Space)","29.737428,-95.30817","6700 Harrisburg Boulevard","Houston","77011","curationmyth.blogspot.com"
14807606,"DesignWorks Gallery","29.3049139,-94.792005","2119A Postoffice Street","Galveston","77550","www.designworks-gallery.com"
14834432,"Winston Contemporary Art","29.7273762,-95.4182755","2426 Bartlett Street, Suite D","Houston","77098","wcahouston.com"
14834996,"Bohemeo's","29.7347805,-95.3314365","708 Telephone Road, Suite E","Houston","77023","www.bohemeos.com/index.html"
14858902,"Goldesberry Gallery","29.7347647755102,-95.4190644081633","2625 Colquitt Street","Houston","77098","www.goldesberrygallery.com"
14864515,"Alliance Gallery (Houston Arts Alliance)","29.759979,-95.400484","3201 Allen Parkway","Houston","77019","www.houstonartsalliance.com/space125gallery/"
14867376,"Heidi Vaughan Fine Art","29.7344352,-95.4200898","3510 Lake Street","Houston","77098","vaughanmasonfineart.com"
14874129,"Sculptureworx Studio","29.7729894343434,-95.3836425252525","2500 Summer Street","Houston","77007",NULL
14948530,"Sugar Land Art Center & Gallery","29.627099,-95.6068382","104 Industrial Boulevard, Suite Q","Sugar Land","77478","www.sugarlandartcenter.org"
14980473,"The African American Library at the Gregory School","29.753987,-95.380559","1300 Victor Street","Houston","77019","www.thegregoryschool.org/index.html"
14985197,"1612 Winbern Street","29.7352328367347,-95.3742086326531","1612 Winbern Street","Houston","77004",NULL
15022315,"Bank of America Center","29.760701,-95.36591","700 Louisiana Street","Houston","77002",NULL
15023014,"Intexure","29.7243695376884,-95.3803792663317","1815 Southmore Boulevard","Houston","77004",NULL
15040341,"Serrano Gallery","29.771201,-95.378811","2000 Edwards Street, Suite 317","Houston","77007",NULL
15059868,"Bayou City Art Festival Memorial Park","29.7589382,-95.3676974","6501 Memorial Drive","Houston","77007","www.bayoucityartfestival.com"
15070720,"Catalina Coffee","29.768059,-95.380667","2201 Washington Avenue","Houston","77007",NULL
15075089,"UP Art Studio","29.8092023877551,-95.3900136938775","6521 North Main Street","Houston","77009","www.facebook.com/UpArtStudio"
15094523,"TEA+ART","29.8031289,-95.415163","815 1/2 West 19th Street","Houston","77008","teaplusart.com"
15100653,"Gallery 1724","29.7257621020408,-95.4024854489796","1724 Bissonnet Street","Houston","77005","www.gallery1724.blogspot.com"
15103540,"Ripcord","29.748245,-95.389507","715 Fairview Street","Houston","77006","ripcord.bar"
15123524,"College Art Gallery (HCC Northline)","29.8326408021978,-95.3760340989011","8001 Fulton Street","Houston","77022","northeast.hccs.edu"
15128836,"1019 Commerce Street","29.7638115,-95.3607752","1019 Commerce Street","Houston","77002",NULL
15135635,"The Art Guys Convention Center","29.8493658633252,-95.4231187030828","5757 Knox Street","Houston","77091","www.theartguys.com/artfair.html"
15141597,"Dean Day Gallery","29.734733,-95.419673","2639 Colquitt Street","Houston","77098","www.deandaygallery.com"
15141726,"Jesse H. Jones Building (Houston Public Library)","29.759431,-95.3721417","500 McKinney Street","Houston","77002","houstonlibrary.org/location/central-library-jesse-h-jones-building"
