event_uid,venue_uid,start_date,end_date,venue,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season
1871771,5231713,2015-01-22,2015-01-22,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,11904556,2015-01-22,2015-01-22,0,1,winter,no
1871771,5231713,2015-01-22,2015-01-22,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,13631107,2015-01-22,2015-01-22,0,1,winter,no
1873575,1183905,2012-05-05,2012-05-05,713INC,29.776716,-95.361608,1912 North Main Street,houston,77009,NULL,1043138,2012-05-05,2012-05-05,0,5,spring,yes
1874122,13952082,2014-04-10,2014-04-10,Inman Gallery,29.7369951,-95.380541,3901 Main Street,houston,77002,www.inmangallery.com,15706770,2014-04-10,2014-04-10,0,4,spring,no
1877946,1077923,2019-02-12,2019-02-12,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,NA,2019-02-12,2019-02-12,0,2,winter,no
1878625,3155723,2015-02-21,2015-03-21,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,14697812,2015-02-21,2015-03-21,28,2,winter,no
1884262,13360907,2011-10-11,2011-11-03,Bosque Gallery (LSC CyFair),29.9107329,-95.6900105,"9191 Barker Cypress Road, Suite 101",cypress,77433,cyfair.lonestar.edu/bosquegallery,NA,2011-10-11,2011-11-03,23,10,fall,yes
1887414,6022610,2007-11-02,2007-12-23,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,7920270,2007-11-02,2007-12-23,51,11,fall,no
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,832011,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,1132371,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,1537986,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,1849833,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,1960365,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,2493810,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,3155876,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,3848050,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,3949172,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,4412035,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,4573973,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,5920623,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,6024062,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,6421803,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,6612163,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,6631082,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,7588563,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,7989505,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,9940707,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,9991819,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,10171229,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,10799305,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,11024757,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,11539279,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,12546852,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,12749201,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,14291524,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,14529632,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,14615165,2014-06-20,2014-10-01,103,6,summer,yes
1888145,2733986,2014-06-20,2014-10-01,Houston City Hall,29.760656,-95.369502,901 Bagby Street,houston,77002,www.houstontx.gov,16611463,2014-06-20,2014-10-01,103,6,summer,yes
1888217,3816741,2015-05-14,2015-07-04,Texas Gallery,29.7523955454545,-95.408722,2012 Peden Street,houston,77019,www.texgal.com,16093082,2015-05-14,2015-07-04,51,5,spring,yes
1889127,5791400,2016-09-08,2016-10-12,Lee College Performing Arts Center Gallery,29.7348343061224,-94.9762579387755,711 West Texas Avenue,baytown,77520,NULL,8315688,2016-09-08,2016-10-12,34,9,fall,yes
1889175,4509071,2012-08-30,2012-09-02,Fresh Arts,29.7718041,-95.3801122,"2101 Winter Street, Suite B11",houston,77007,fresharts.org,3450253,2012-08-30,2012-09-02,3,8,summer,yes
1889175,4509071,2012-08-30,2012-09-02,Fresh Arts,29.7718041,-95.3801122,"2101 Winter Street, Suite B11",houston,77007,fresharts.org,15653208,2012-08-30,2012-09-02,3,8,summer,yes
1889743,11856697,2019-02-04,2019-02-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,NA,2019-02-04,2019-02-25,21,2,winter,no
1891043,8843294,2008-02-07,2008-02-21,4th Floor Projects Gallery (UH),29.724710,-95.342373,3401 Cullen Boulevard,houston,77204,www.art.uh.edu,7721876,2008-02-07,2008-02-21,14,2,winter,no
1891297,11541711,2013-08-17,2013-08-18,Orange Show Center for Visionary Art,29.7177976326531,-95.3245086122449,2402 Munger Street,houston,77023,www.orangeshow.org,3328497,2013-08-17,2013-08-18,1,8,summer,yes
1892084,4575100,2018-03-31,2018-04-16,"Suzanne Deal Booth Centennial Pavilion, James Turrell Skyspace (Rice University)",29.7184003,-95.3981109,6100 Main Street,houston,77251,NULL,NA,2018-03-31,2018-04-16,16,3,spring,no
1892222,5527059,2018-05-19,2018-06-23,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,16494915,2018-05-19,2018-06-23,35,5,spring,yes
1892530,9743125,2015-01-09,2015-02-28,Devin Borden Gallery,29.7367831,-95.3828569,3909 Main Street,houston,77002,www.devinborden.com,6857433,2015-01-09,2015-02-28,50,1,winter,no
1894765,6573974,2018-03-17,2018-03-24,5926 Moonmist Drive,29.7112106,-95.4883877,5926 Moonmist Drive,houston,77081,NULL,NA,2018-03-17,2018-03-24,7,3,spring,no
1895010,3352428,2013-03-09,2013-04-05,BLUEorange Contemporary,29.75338284,-95.39438396,1208 West Gray Street,houston,77019,blueorangehouston.com,9255096,2013-03-09,2013-04-05,27,3,spring,no
1895010,3352428,2013-03-09,2013-04-05,BLUEorange Contemporary,29.75338284,-95.39438396,1208 West Gray Street,houston,77019,blueorangehouston.com,15729562,2013-03-09,2013-04-05,27,3,spring,no
1896913,13236364,2013-07-13,2013-08-17,Nicole Longnecker Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,longneckergallery.com,55382,2013-07-13,2013-08-17,35,7,summer,yes
1896913,13236364,2013-07-13,2013-08-17,Nicole Longnecker Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,longneckergallery.com,1901737,2013-07-13,2013-08-17,35,7,summer,yes
1896913,13236364,2013-07-13,2013-08-17,Nicole Longnecker Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,longneckergallery.com,2495656,2013-07-13,2013-08-17,35,7,summer,yes
1896913,13236364,2013-07-13,2013-08-17,Nicole Longnecker Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,longneckergallery.com,5251134,2013-07-13,2013-08-17,35,7,summer,yes
1898727,12330565,2007-07-22,2007-10-21,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,14297416,2007-07-22,2007-10-21,91,7,summer,yes
1899731,1153402,2008-05-04,2008-08-10,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,16129722,2008-05-04,2008-08-10,98,5,spring,yes
1902176,14330106,2012-05-11,2012-07-28,Foltz Fine Art,29.7424664,-95.4125566,2143 Westheimer Road,houston,77098,www.reavesart.com/index.php,NA,2012-05-11,2012-07-28,78,5,spring,yes
1902274,4451265,2013-03-29,2013-05-26,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,8717238,2013-03-29,2013-05-26,58,3,spring,no
1902274,4451265,2013-03-29,2013-05-26,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,10403468,2013-03-29,2013-05-26,58,3,spring,no
1902274,4451265,2013-03-29,2013-05-26,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,11748105,2013-03-29,2013-05-26,58,3,spring,no
1902274,4451265,2013-03-29,2013-05-26,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,13119826,2013-03-29,2013-05-26,58,3,spring,no
1902274,4451265,2013-03-29,2013-05-26,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,13834454,2013-03-29,2013-05-26,58,3,spring,no
1902274,4451265,2013-03-29,2013-05-26,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,15435349,2013-03-29,2013-05-26,58,3,spring,no
1905605,2838960,2014-04-25,2014-05-23,Zoya Tommy Contemporary,29.7331773877551,-95.3910081836735,4102 Fannin Street,houston,77004,www.zoyatommy.com,4686535,2014-04-25,2014-05-23,28,4,spring,no
1905794,3708126,2007-11-10,2007-12-10,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,15473882,2007-11-10,2007-12-10,30,11,fall,no
1906137,6022610,2019-03-20,2019-03-20,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,NA,2019-03-20,2019-03-20,0,3,spring,no
1907863,12727557,2012-11-28,2012-11-28,St. Arnold's Brewery,29.771508,-95.348911,2000 Lyons Avenue,houston,77020,NULL,4551316,2012-11-28,2012-11-28,0,11,fall,no
1907863,12727557,2012-11-28,2012-11-28,St. Arnold's Brewery,29.771508,-95.348911,2000 Lyons Avenue,houston,77020,NULL,11577407,2012-11-28,2012-11-28,0,11,fall,no
1908299,12292027,2007-11-02,2007-11-23,Bering Art Collective,29.7753769,-95.3765494,"1824 Spring Street, #119",houston,77007,www.beringart.com,2953200,2007-11-02,2007-11-23,21,11,fall,no
1908811,6474523,2011-09-09,2011-10-08,Art Palace,29.7366566,-95.380711,3913 Main Street,houston,77002,www.artpalacegallery.com,11035999,2011-09-09,2011-10-08,29,9,fall,yes
1909462,14369173,2014-10-02,2014-11-23,Rice University Art Gallery (Rice University),29.7184003,-95.3981109,"6100 Main Street, 352 Sewall Hall",houston,77005,www.ricegallery.org,12730498,2014-10-02,2014-11-23,52,10,fall,yes
1910453,12757578,2008-09-21,2008-11-04,Deborah Colton Gallery,29.7277956,-95.41597,2445 North Boulevard,houston,77098,www.deborahcoltongallery.com,NA,2008-09-21,2008-11-04,44,9,fall,yes
1910970,2857335,2008-04-05,2008-04-28,G Gallery,29.7910235,-95.3949771,301 East 11 Street,houston,77008,www.ggalleryhouston.com,4573309,2008-04-05,2008-04-28,23,4,spring,no
1912909,113940,2009-02-21,2009-03-21,Buchanan Gallery,29.3033266,-94.7960163,220 25th Street,galveston,77550,www.buchanangallery.com,NA,2009-02-21,2009-03-21,28,2,winter,no
1913581,13275212,2014-02-06,2014-02-06,Rothko Chapel (Menil Collection),29.7377392040816,-95.3959643469388,1409 Sul Ross Street,houston,77006,www.rothkochapel.org,4344128,2014-02-06,2014-02-06,0,2,winter,no
1913581,13275212,2014-02-06,2014-02-06,Rothko Chapel (Menil Collection),29.7377392040816,-95.3959643469388,1409 Sul Ross Street,houston,77006,www.rothkochapel.org,11582247,2014-02-06,2014-02-06,0,2,winter,no
1913950,15370206,2014-08-01,2014-08-31,Russian Cultural Center - Our Texas,29.7254556122449,-95.4136507959184,2337 Bissonnet Street,houston,77005,www.ourtx.org,NA,2014-08-01,2014-08-31,30,8,summer,yes
1915783,14369173,2010-01-28,2010-03-14,Rice University Art Gallery (Rice University),29.7184003,-95.3981109,"6100 Main Street, 352 Sewall Hall",houston,77005,www.ricegallery.org,10355339,2010-01-28,2010-03-14,45,1,winter,no
1919494,9927925,2011-08-25,2011-10-29,Architecture Center Houston,29.7628673,-95.3689592,"315 Capitol Street, Suite 120",houston,77002,www.aiahouston.org,3395124,2011-08-25,2011-10-29,65,8,summer,yes
1920973,14221280,2012-05-25,2012-07-06,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,NA,2012-05-25,2012-07-06,42,5,spring,yes
1921565,9733210,2008-04-28,2008-07-25,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,962549,2008-04-28,2008-07-25,88,4,spring,no
1921565,9733210,2008-04-28,2008-07-25,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,5632073,2008-04-28,2008-07-25,88,4,spring,no
1921565,9733210,2008-04-28,2008-07-25,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,13176807,2008-04-28,2008-07-25,88,4,spring,no
1921565,9733210,2008-04-28,2008-07-25,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,13302291,2008-04-28,2008-07-25,88,4,spring,no
1921565,9733210,2008-04-28,2008-07-25,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,15183673,2008-04-28,2008-07-25,88,4,spring,no
1921565,9733210,2008-04-28,2008-07-25,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,15359300,2008-04-28,2008-07-25,88,4,spring,no
1921565,9733210,2008-04-28,2008-07-25,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,16226758,2008-04-28,2008-07-25,88,4,spring,no
1922342,14088458,2019-08-03,2019-09-01,G Spot Gallery Houston,29.7869427,-95.3946265,310 East 9th Street,houston,77008,www.ggalleryhouston.com,1858841,2019-08-03,2019-09-01,29,8,summer,yes
1923509,7729187,2012-09-08,2012-10-13,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,7010360,2012-09-08,2012-10-13,35,9,fall,yes
1923509,7729187,2012-09-08,2012-10-13,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,15035206,2012-09-08,2012-10-13,35,9,fall,yes
1923790,5527059,2008-11-15,2009-01-03,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,13713181,2008-11-15,2009-01-03,49,11,fall,no
1924442,13020476,2014-01-17,2014-02-16,The Brandon,29.7426946666667,-95.4024456666667,1709 Westheimer Road,houston,77098,www.thebrandoncontemporary.com,NA,2014-01-17,2014-02-16,30,1,winter,no
1924642,10174866,2007-06-02,2007-07-07,New Gallery/Thom Andriola,29.7424105714286,-95.3788832244898,3225 Milam Street,houston,77006,www.newgalleryhouston.com,8870433,2007-06-02,2007-07-07,35,6,summer,yes
1928431,1077923,2018-12-12,2018-12-12,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,NA,2018-12-12,2018-12-12,0,12,winter,no
1929118,14858902,2007-02-10,2007-02-10,Goldesberry Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,www.goldesberrygallery.com,6858728,2007-02-10,2007-02-10,0,2,winter,no
1931177,3934682,2012-08-30,2012-08-30,The Capitol at St. Germain,29.7589677,-95.3631083,705 Main Street,houston,77002,www.thecapitolhouston.com,15088070,2012-08-30,2012-08-30,0,8,summer,yes
1931177,3934682,2012-08-30,2012-08-30,The Capitol at St. Germain,29.7589677,-95.3631083,705 Main Street,houston,77002,www.thecapitolhouston.com,15686215,2012-08-30,2012-08-30,0,8,summer,yes
1931177,3934682,2012-08-30,2012-08-30,The Capitol at St. Germain,29.7589677,-95.3631083,705 Main Street,houston,77002,www.thecapitolhouston.com,16559708,2012-08-30,2012-08-30,0,8,summer,yes
1932441,12330565,2007-10-07,2008-01-06,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,10941694,2007-10-07,2008-01-06,91,10,fall,yes
1933418,4024092,2012-09-15,2012-10-15,Bea Ying Projects Pop-Up Gallery,29.7816846107781,-95.3735544999994,1606 White Oak Drive,houston,77009,beayingprojects.com,7833406,2012-09-15,2012-10-15,30,9,fall,yes
1933542,8202383,2016-10-27,2016-11-19,Decorative Center of Houston,29.7622979531803,-95.4660305206001,5120 Woodway Drive,houston,77056,www.decorativecenter.com,NA,2016-10-27,2016-11-19,23,10,fall,yes
1936431,11856697,2017-03-04,2017-03-04,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,NA,2017-03-04,2017-03-04,0,3,spring,no
1938025,9927925,2012-04-19,2012-05-25,Architecture Center Houston,29.7628673,-95.3689592,"315 Capitol Street, Suite 120",houston,77002,www.aiahouston.org,764611,2012-04-19,2012-05-25,36,4,spring,no
1938025,9927925,2012-04-19,2012-05-25,Architecture Center Houston,29.7628673,-95.3689592,"315 Capitol Street, Suite 120",houston,77002,www.aiahouston.org,3621872,2012-04-19,2012-05-25,36,4,spring,no
1938025,9927925,2012-04-19,2012-05-25,Architecture Center Houston,29.7628673,-95.3689592,"315 Capitol Street, Suite 120",houston,77002,www.aiahouston.org,4588932,2012-04-19,2012-05-25,36,4,spring,no
1938025,9927925,2012-04-19,2012-05-25,Architecture Center Houston,29.7628673,-95.3689592,"315 Capitol Street, Suite 120",houston,77002,www.aiahouston.org,6129606,2012-04-19,2012-05-25,36,4,spring,no
1940978,7898351,2014-10-15,2014-10-30,Inferno Gallery (Rice University),29.7173941,-95.4018312,6100 Main Street,houston,77005,matchbox.rice.edu,1384506,2014-10-15,2014-10-30,15,10,fall,yes
1940978,7898351,2014-10-15,2014-10-30,Inferno Gallery (Rice University),29.7173941,-95.4018312,6100 Main Street,houston,77005,matchbox.rice.edu,4099215,2014-10-15,2014-10-30,15,10,fall,yes
1942380,1770792,2015-02-13,2015-03-14,Hello Project,29.7346746734694,-95.4199782653061,3508 Lake Street,houston,77098,helloprojectgallery.com,2194466,2015-02-13,2015-03-14,29,2,winter,no
1943459,10439642,2017-03-17,2017-04-15,Cindy Lisica Gallery,29.7327623,-95.3907816,4411 Montrose Boulevard,houston,77006,cindy-lisica.squarespace.com,NA,2017-03-17,2017-04-15,29,3,spring,no
1945746,12330565,2014-04-02,2014-04-02,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,2459599,2014-04-02,2014-04-02,0,4,spring,no
1945746,12330565,2014-04-02,2014-04-02,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,14406909,2014-04-02,2014-04-02,0,4,spring,no
1945997,13360379,2019-06-15,2019-06-15,The Bryan Museum,29.2974184,-94.7890034,1315 21st Street,galveston,77550,www.thebryanmuseum.org,NA,2019-06-15,2019-06-15,0,6,summer,yes
1950249,9960048,2014-08-23,2014-12-13,Pearl Fincher Museum of Fine Arts,30.0129467,-95.5101669,6815 Cypresswood Drive,spring,77379,www.pearlmfa.org,NA,2014-08-23,2014-12-13,112,8,summer,yes
1950759,12330565,2018-05-19,2018-11-25,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,NA,2018-05-19,2018-11-25,190,5,spring,yes
1951723,6906371,2007-03-23,2007-04-21,Joan Wich & Company,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.joanwichgallery.com,NA,2007-03-23,2007-04-21,29,3,spring,no
1953174,11288393,2016-04-01,2016-09-11,Holocaust Museum Houston,29.725534,-95.38587,"9220 Kirby Drive, Suite 100",houston,77054,www.hmh.org,8952397,2016-04-01,2016-09-11,163,4,spring,no
1953852,3816741,2017-01-19,2017-02-18,Texas Gallery,29.7523955454545,-95.408722,2012 Peden Street,houston,77019,www.texgal.com,NA,2017-01-19,2017-02-18,30,1,winter,no
1954260,512846,2008-03-27,2008-05-15,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,6467677,2008-03-27,2008-05-15,49,3,spring,no
1956295,12330565,2016-02-11,2016-02-11,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,14428606,2016-02-11,2016-02-11,0,2,winter,no
1958032,3035397,2014-03-13,2014-05-31,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,5030061,2014-03-13,2014-05-31,79,3,spring,no
1958032,3035397,2014-03-13,2014-05-31,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,7952432,2014-03-13,2014-05-31,79,3,spring,no
1958032,3035397,2014-03-13,2014-05-31,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,11372654,2014-03-13,2014-05-31,79,3,spring,no
1958032,3035397,2014-03-13,2014-05-31,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,14045673,2014-03-13,2014-05-31,79,3,spring,no
1958032,3035397,2014-03-13,2014-05-31,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,14437185,2014-03-13,2014-05-31,79,3,spring,no
1958032,3035397,2014-03-13,2014-05-31,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,14521278,2014-03-13,2014-05-31,79,3,spring,no
1962292,9976546,2008-02-09,2008-02-09,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,1399896,2008-02-09,2008-02-09,0,2,winter,no
1962292,9976546,2008-02-09,2008-02-09,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,2962323,2008-02-09,2008-02-09,0,2,winter,no
1962292,9976546,2008-02-09,2008-02-09,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,5719000,2008-02-09,2008-02-09,0,2,winter,no
1962292,9976546,2008-02-09,2008-02-09,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,7329330,2008-02-09,2008-02-09,0,2,winter,no
1962292,9976546,2008-02-09,2008-02-09,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,14630285,2008-02-09,2008-02-09,0,2,winter,no
1962292,9976546,2008-02-09,2008-02-09,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,14809915,2008-02-09,2008-02-09,0,2,winter,no
1962627,14834432,2019-01-03,2019-02-03,Winston Contemporary Art,29.7273762,-95.4182755,"2426 Bartlett Street, Suite D",houston,77098,wcahouston.com,12738263,2019-01-03,2019-02-03,31,1,winter,no
1964678,6906352,2018-03-31,2018-04-21,Kallinen Contemporary,29.7226086938776,-95.2783805306123,511 Broadway Street,houston,77012,kallinenhorn.com,NA,2018-03-31,2018-04-21,21,3,spring,no
1964920,6480276,2018-10-13,2018-12-01,The Silos on Sawyer,29.771835,-95.381568,1502 Sawyer Street,houston,77007,www.thesilosonsawyer.com,NA,2018-10-13,2018-12-01,49,10,fall,yes
1970213,12330565,2013-06-23,2013-09-02,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,2260359,2013-06-23,2013-09-02,71,6,summer,yes
1970213,12330565,2013-06-23,2013-09-02,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,7293832,2013-06-23,2013-09-02,71,6,summer,yes
