index,latitude,longitude,MLsaysSciJob,altitude,geometry,commpany_searched_for,name,numberTimesCompanySeen,FALSE,FALSE2,KeyWord,place_id,types,address,reference,photos,industry,rating_x,id
2283,29.690885,-95.416003,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJ_wPdFT3AQIYRx0_TW0ZC4LI,"meal_takeaway,restaurant,food,point_of_interest,establishment","8505 Main St, Houston, TX 77025, United States",CmRSAAAAS5jcBFY_72jeIGWng949vSBxEdxBBgCITx_INdL4vgJMv_ahXI3uzAJXe99lIY7_1txLEasUKhJycGG3gLv6PMHMaxYC46ikSqo3HIvczWwT3VVk5roGC-n08LT2B7EREhAR2vGpdRtJzsSsKpz5rncbGhTShwUq5d9grdvYtS8fx_o2NERjZw,"1152|CoQBdwAAACQhWCctIad_hgw5D0Sr5uZr-flH379v0qrmbUmm6kaEH4_WxD4hI0PnrzNBXOdAYyUpZUsd1lY_BeecID6tqsc2UOS3mrIKdNIohMukdnveh_1NrphQglGaoELH2KqDEOwKKdEGy7ylX5f63PF2LCHmjnUlHxfHtDhthHuAuC55EhCEDot26hel4skG9LUnbztsGhSasoSoLN-UBnqw3ONg8oxNLcqQfA|<a href=""https://maps.google.com/maps/contrib/115950128261699519151/photos"">Brian Rosas</a>|2048",space,3.8,1f6cdddb649bfb563a8560bb08ab9f9cf90e21bf
2284,29.81347,-95.409951,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJxyq5JXTHQIYR5EgiuFnR_R0,"meal_takeaway,restaurant,food,point_of_interest,establishment","2902 N Shepherd Dr, Houston, TX 77008, United States",CmRRAAAAm7ZW1Ur3mKsEkAq-cjZfCoqPTmwEAm46hHVow2rdLHHePewopIL-TnTta0RmKUOiGqzyqOI6_2I9FohUCrVZUyRFyoZgENEXDKrvPJgJBn6tjIjpt1LQz3SJ_7CGJx6nEhDtHqkMJfpofd5IvxZWa36iGhTplXpJ4FkVA8l0e1JZhVKjINjzWw,"3024|CoQBdwAAAMauBOTioN7fRTYlLeUA7c9A2CFS0uiXcffPzKCU6iAJxK9gMkidC9hPr-_e1yc3lgSOB1k1vWwbsKrQzupsjrNpStRA-oDR296Bh8O0JyPAK6yExsg78zPjOz9KpcpMXK_yASmL3GKXIDWELleHg_vf0jEbc1U8zSF7Dhg0FLioEhBdL6aIVdJexMipw9d0qQ17GhSMBzNauf1PtQpXXdFDbuHGCOJjSQ|<a href=""https://maps.google.com/maps/contrib/110330120861946965154/photos"">jfisher890</a>|4032",space,4.2,f21053400c7af10a1868f6259eb2e433f569e705
2285,29.749384,-95.460193,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJuS_kAkHBQIYRSD2nXff6oRo,"meal_takeaway,restaurant,food,point_of_interest,establishment","1715 Post Oak Blvd, Houston, TX 77056, United States",CmRRAAAABtWkIbLIsJEO7gQDYeWxwoOTOOBRW95975RO0BMomhV32j866I3vYMKzTRi9hWf8cq-Rgt-eN2nnbjbgUhimovutHbvckcpDYuMss20a1bfl0pgt7WqhJgShR3HyIHshEhAt9aZVKjE07-P7IvDeNO0hGhTizuVCa0paun3EV8kEgKaCq8MSGQ,"5312|CoQBdwAAAGDdUnzNuNM1WF3HrUzmzAY_qFLQoTI-CAG655d-4KopWuSXtBWXrUqxmRoJq4w-goUTIqwR8xxGjKqpxso1NGd1h1WS4MrXFlzAXbn2xHz6-O-49X6T1nYMKB_hOJr-z5BVQO-B3FJID9F7cdYGWG1jQUG658romi1O1G7QbWfXEhBHQ1u-KMsl7voVOAT3mv0vGhTVEuD4uQ7T-HDwUS_1YWGNT6te_g|<a href=""https://maps.google.com/maps/contrib/117033205356114683201/photos"">From a Google User</a>|2988",space,4.3,12447febc6dd8fa3534ea2d671f2b0e24061509f
2286,29.785682,-95.5344317,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJWeqXC5TEQIYRcpY_cIRKUpc,"meal_takeaway,restaurant,food,point_of_interest,establishment","9762 Katy Fwy, Houston, TX 77055, United States",CmRSAAAA1yrXyy_k5L0G-fWWhrm_drjb8TFI3nVKvILnjKkYggYbGoecsB9-TBGKTRhdeBAJf-e-mkT9myVpd1Yum336zgYkcS15O1VZsEI5sn5xCY_EtKROvgTZG5rCKZR022sqEhAZ0fVg57br0WesnA9PP2yaGhSoZfaQNIbGyDbTZUB4BWpZnWQGsw,"5312|CoQBdwAAAEdVNTkonHogj6jtLoWFkgU74VTI99B16UPfQNkzyzctjRsu5OLl0ehfFafcX_CK6jG1bmqNRcQfKTeCnJDHb_kFoQIqXncVmIOezyt6TQ5232Tr3p7oJ2MiVRCy4Tp8r3ezuW0WU3wlF_A02NCx8W0UB41Zx_mGLD4gpy1wsWCaEhC-5W4qsqcJpGgs8g3V1BOwGhRjuXlvEuQUYDdStQLrEkU2HxcMjA|<a href=""https://maps.google.com/maps/contrib/104840624709152271038/photos"">Trenton Telge</a>|2988",space,3.6,54a10737211a19eaa3a0194e846e9289d6231015
2287,29.968309,-95.532563,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJv4PVa8bNQIYRguMGRDOBlSw,"meal_takeaway,restaurant,food,point_of_interest,establishment","6927 Fm 1960 At Cutten Rd, Houston, TX 77069, United States",CmRRAAAA68h4tNPzkm5vPp06vRvfodQZiUhz3-rBGYSqIKkheewqcK6MRjUMW3bpEUi_2hm0a5GAKwL07NRcc6qzyDicCKmGg3egumjiWzoBMgaT5UVcv8VprruigUIKAf1w_pVUEhDQRhCnaozQ-P3kINCjrULCGhSK5OvxhVJoAQyUG5wUnW6xg-7mhA,"4032|CoQBdwAAAGIvGpqzVuB1BVUhKZceRRAmch1vTfW4CcvgPh7TDsVIX6mFPraj88OWO-70QeNyrGf4XQb51cFKL_1tjPWcXFANVk8EZSu7k0QA95xR3rbUmKLRBn-Cwo3pKmIkZqdTrJ7CsapJ4LDswr9ai08YvDoUiIFegI9b4XINFMKKFAAZEhAMB1V7WBIwUpTerBIyfr9hGhTCjX2R0OARFGGs-TvolWfeHI8aYA|<a href=""https://maps.google.com/maps/contrib/106018824601743406463/photos"">Joseph Barnhart</a>|3024",space,3.9,dd88dc26ad033a66bc6fd1160e3d7e7df767ba75
2288,29.749764,-95.499623,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJg5UxhJTDQIYRX4i0hTSDsAE,"meal_takeaway,restaurant,food,point_of_interest,establishment","1645 S Voss Rd, Houston, TX 77057, United States",CmRRAAAA8lQZrsCi8AWB80Z0qdhpVKphWIQzx6ebKohm06qDTb3f8vslcJ8Ln0NY4xBsoptq_66u88cLxuH9mujtyW5JPFmiNHya5Ku8EBBxpjWMWqTuohg0m9dYQulYSKiw-N1EEhBSn2R5rqIXbHGUSCmSNnnhGhTSDMldGu6ZrbrWTDEv2jxKsUdpJA,"1836|CoQBdwAAABH6Y8nGrP0a1Z6hwF1FjL_GUflaxSLc-pmiRRureEFAlumd3rIIflStsrUnqYgQ5yBOhtKIYR0JR4x-LenyI0q7UB37pCNyP1usB233u6zEdhsLoAniySy1mgj6VH85YzwW08bkx1I3jVREw7g1N1BpOGEtNUuTvlIvfRx65QAOEhBiJlg3ITnINFc-i79bfT4iGhRKUiag40exDKlF3N4SlMYyfc9Grg|<a href=""https://maps.google.com/maps/contrib/110702182028362296467/photos"">Anthony Smith</a>|3264",space,3.8,19eb6a740bb9d61a83756e74232b202b260c1a72
2289,29.737857,-95.537788,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJk31a1xXDQIYRJHNsB4ENXmg,"meal_takeaway,restaurant,food,point_of_interest,establishment","9668 Westheimer Rd, Houston, TX 77063, United States",CmRRAAAA--WBEG4I-NF3AA3YHSycte4q22pSkERsG1NhJKzTvtp5FsJDIZ2sAj8AVnRHCgn4olWLPbCj-_z_Y6uQSXduprcAv8FWzscVR51vEpZ0QetHz2A7Wzv0THdbmx5sI-vpEhBTqlL64I9FqTR-DkJ9qW0VGhT4kxBznd96PXA1JdFw203EJNlzuQ,"1032|CoQBdwAAAM5SVy434WHaWVkq-gUF7k1yxI-D7RHfDoY_QHEN2m_jC9jFNTfQEAWBDLsgO1W1yPqNXsLtov0CW92u0y3EYf8-wdH_a1yXfkFgo340wHx8A4DLUfkxb5BjyLy9134AbZjHleXo7x5JYguiTHVbc7poqQ7TsLVIdhZt9QONdZ54EhDJvA58j944zhNINb_g2-fWGhSoJwksZBpSmdNUVRYP3THyvpGzhg|<a href=""https://maps.google.com/maps/contrib/114723548574506739513/photos"">Arwa Bassam</a>|581",space,3.9,9da84256134f56fa300af4f967b75459d4bb6594
2290,29.7371309,-95.5846329,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJ2XOWRercQIYRmVR8lf8L42I,"meal_takeaway,restaurant,food,point_of_interest,establishment","11700 Westheimer Rd, Houston, TX 77077, United States",CmRRAAAAV9Nd9Im-MeemZuyhc-HIGf06QZF5-W7U9RrQbUzCz74w_VkWhGMZrNDKnilMVWEjUyCq9M2Z3hZQZYILLDKdMRo3E3dipBNWff8NQhSwOIq_vTDdtDb1a-QurJxbgTeHEhCgjH56QgjSj83UEruMKb1YGhTY0qxjlq1HXuHRfgsuI_lXTlQWTg,"4032|CoQBdwAAAO_JdAQjAA2tqwpueDR9dm529tR42BiZ_d4in8x-PND-ZN5_u1BxxhXIieva0u450NwIXAkq7kclbsCQXGyuyAuNTukPZ9RioU77rl7MGwlTzUX1Xnq7c6K-apArCshfBT3hIMeLZF2rdREfP_b1dAwucBfbsGDgfIWLBMHScDY7EhDbnAkPARWz98IHfzG-D6qIGhTffHCKHdjyJjTb7C3vQJYJN_7QCw|<a href=""https://maps.google.com/maps/contrib/104320916244758857860/photos"">Resejin Teggossa</a>|3024",space,4.2,1227aa011afde3184d6dad7c0ffa6551ee4cb7db
2291,30.000193,-95.163544,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJqxA6qkKsQIYR3qLXJAWWY5I,"meal_takeaway,restaurant,food,point_of_interest,establishment","7405 FM 1960, Humble, TX 77346, United States",CmRSAAAAWG_y9r-NiilIlCZTi_bcHhWEr9yi2S795AGKyp-VbgABbP1ovNhBGDqJkzzTY4-W1-92Ewcw8pRcvTkD_t2_CufJv7CEsmt0IDjF0SnAPDgM5ymOxy4ahgcl7zr6CQATEhB7b3gdGIWk3HC_U8H-DSP4GhQ4e67SNRgZOml-LCX7dIBhHFgGMQ,"3024|CoQBdwAAAIUoHSkRjlMpcqxTci1jFdTGjkNdInEZ1lbnQy_MPz6EPuCjvoKB-lVR04kUO-fjYa7eOJsg4XfAU-h-vEUOo-jy5oS6EgjLCN5veAzso8YRvCEAgrWvAAsfv1CWYbOban5KcN3QE4TbP47c2vrWSBwXih4jRoB5aoGPhB-cMDUaEhCs7_fxq6-Ic6iHhKAh3ToIGhQfvMkKE9peD2We3Gy8pi-3fDT_dw|<a href=""https://maps.google.com/maps/contrib/111337232050348886467/photos"">Brendan Hilburn</a>|4032",space,4.2,c6440f717154feed83fafa20f266564a6f35741b
2292,29.786063,-95.716249,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJszYDFLDYQIYRdUPwfj_7d6A,"meal_takeaway,restaurant,food,point_of_interest,establishment","1150 N Fry Rd, Houston, TX 77084, United States",CmRSAAAA0xbw4AWqWAjAb83is6-pdP8GyjtqLv8VhTUCPdQM1A8WHM-SaG5eL-QV1JwcUcPZqmZWPEt-s5QGd2uO8odABzrIbdLoLyrjDeRCzko7T4JC9QQxp8o1qBp_gRLYqyQ1EhBDQD2Wvy0FzKmdl0U1_DV3GhTpFy57zdgH9VqNX2sHzmXpz6qo0g,"6166|CoQBdwAAAAYuT7ZN63-ltwRu0GENU5bfjm58d2HqKojxpMxROGJbsYh2v1ARrMkxUFNJl2jkzPrPhhBgYbccnK9PQF8ooyp7iOEEz4L55ta74pyl75ZAbLmSpRoS8O3ImMqQNO3Ajsn-7ePn6mf02RmC59nncKu9gYIHXmRNC_JLPEBcBW5zEhDJsBH3rR-B26wVe5m2pRBqGhQI4TNvKyFZB3F5JpNM6XvPp95_pQ|<a href=""https://maps.google.com/maps/contrib/103909111485507062270/photos"">Gabriel Martinez</a>|1986",space,4.1,5dc8064bbee87dbce7de6c3cc845b732983bf615
2293,29.549425,-95.093634,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJS7_jsAedQIYRO9Oe113LIUg,"meal_takeaway,restaurant,food,point_of_interest,establishment","1760 Nasa Parkway, Nassau Bay, TX 77058, United States",CmRRAAAAlDwr0zDQCQjoswuZEp8wNqHkdc6q-Uz8FYazZeKYeIRIAnuQxwLD63fb-rHJ-o9salPRW_82z6HLOTgXf1rxeJGVFBCIQsbeXS8xB_FeYQE9-lcjidhET8nGE7y5_UBzEhCU7X7YK-kiYfGX2Cs_cRTJGhQncf2UR6JtL31VtKhKo_zBiVFVjA,"4032|CoQBdwAAAMcbYtYwzEaSyqX2GhT5iucPIadqKZzRxtUf2U5kFaltpukwP8wJCjFY3dwqoiXMH4ZN2XirOgRgRDMFC9tp8o229mUuRDxhoCzLiH0WNyrdMzYgwNimZnlW62MOAN-p9XhZmo4N9gTaFNi8r4w2YJfmna_sePqvzYZ2Nt2EHhTKEhBE176DvhvslkhFpWD_nJMbGhSh5F6DS3KQ741DP_pKsh7DiuZa2g|<a href=""https://maps.google.com/maps/contrib/103210289434073192124/photos"">Joe Torres</a>|2268",space,4.1,48e8c82de3987ad1768fa54b61acb3cc95ff45fb
2294,29.5387409,-95.1438672,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJffK98oicQIYRFS0Z4GD-hSY,"meal_takeaway,restaurant,food,point_of_interest,establishment","1333 Bay Area Blvd #300, Webster, TX 77598, United States",CmRRAAAAN1YT8-9dU_T0w1TfywNeK1xJKJtcgv7AgyAVutu7Av1AhEusnPbb4tNsjQ4o75P_N2yuO_z1SP1iyyelmpHDaF859uHqKV2RS5S2Ip7CJEWmbsExxK8rJHYZvhqeT2HUEhBv5yM10JIvWAk0GFy_DOPuGhROf6RxEDjuToUlYIbrIMhk6p1X6g,"3024|CoQBdwAAAJrjFVM2BEXH5oVYHnkhuaB_fezngiEmXl5wJ4CkSTrL0_sUT28Ve-aOWXRIFHzQnq4BT3xLTE_3svPNGaiJChzXP3vWLEQ_v56_kYm2JeiAobNKTgZ40FYlq9GAw84jdtspfRoJPLTzHBksz2qtBBw472XK6ticmi1vP1bX1lfDEhCaBYR61-fiJBx_M6NeMdK1GhSiYVY0kXb18reFHOCIvqw502xA7g|<a href=""https://maps.google.com/maps/contrib/113612963544672401150/photos"">Matthew Luna</a>|4032",space,4.2,c95c6dcd927996c90e4823aeb2d7357ff06eafea
2295,29.781593,-94.977141,1,,Point,Five+Guys+Houston+Texas,Five Guys,14,,0,NASA,ChIJm9xDwKleP4YRW_mGiVEnFOw,"meal_takeaway,restaurant,food,point_of_interest,establishment","5010 Garth Rd, Baytown, TX 77521, United States",CmRSAAAASBDThYBlQP7-1a6LCKyglxwKdHSMzlGWGNxds_8Q-wgriFfQFYSBbpXS7H9zlLH1ovf31yg-yMD8yAgCNZ-sI_VRv_U-W8h_MrRg2ggj5FM4PwfRDfXX6QTQ-_88gnFDEhAaqDBOmhfrj5H854I6xXJ-GhToHu7bMw4hNBzhW9jHygLPeDYlgQ,"5312|CoQBdwAAADX1UarYfKNa7u38hxiEn7IdTeq1ifxPOvW13Ok0T6V8OA2fBD3UqxsatSiWKs7WJk7wUqKDmJnhvY4F4k3UyYiPL9Zx858EMytnzsz-NMhc2xQuZUrCI_TJSOKhIz0Kd_MXoI3j25huwtFAJ0fBmBS8HjYKGo2BFOht5jGMrLTFEhDDFS5RSOMH1sj-dzLvXboEGhTYVy45EJllWUaiK8CcjlBCF6k_jg|<a href=""https://maps.google.com/maps/contrib/100780954974446060764/photos"">E Morgan</a>|2988",space,4.3,77a24265406a8c25c54a0b12de206160d413b6f2
3306,29.7944082,-95.4400002,1,,Point,Flowserve+Houston+Texas,Flowserve Corporation,2,,0,STEM,ChIJieO6wODGQIYRiOWuxSIvPo0,"point_of_interest,establishment","6840 Wynnwood Ln, Houston, TX 77008, United States",CmRSAAAA8qHCXYBW5JuW09pHOWNtIz2VKAdXeBCI8gqpo_0I5ywl5I0ndwJsmkryg3I6OawOyniWyX0kM9Cma7VVwlIqvX-zq_ygTl46fpJ1IIaP0v8HAehxevaQG4uVIz64aTobEhClsqWQSeyAgsAZkgHF-Mr5GhRyE-DNrZcAMJyHnYQm9aSxtga9Dw,,petroleum,5,347f3f34551f29d0dd0d5cf812ea00ab05dd9b3d
3307,29.8999699,-95.6153732,1,,Point,Flowserve+Houston+Texas,Flowserve Corporation,2,,0,STEM,ChIJvWprQx3RQIYRtBwBL9CA30g,"point_of_interest,establishment","14219 Westfair W Dr, Houston, TX 77041, United States",CmRRAAAAhp-phyhrqIqzDeMw59IYFoWLXqlBuqiV1cD3ntFn97R5RgD19gCn4sOKoC730sEzoTkadvU_oJ0D5LT5nY5rM7BQrIghiAX38y8QILXQcn3sCWq5_T1J5jMuyQYw0U3pEhC6Rfg9O1qCfwYhfoB6zAmYGhRJUzyHiFA2KalIqUNqGyt4_DaqXg,,petroleum,5,aabd7270edfdf1ccb4bec4e9e9a0c78804ce5c9a
3308,29.7086522,-95.1488112,1,,Point,Flowserve+Houston+Texas,Flowserve Seal Division,1,,0,STEM,ChIJDWceLhmiQIYRQoF1CbuQxGY,"point_of_interest,establishment","4001 Flowserve Way, Pasadena, TX 77503, United States",CmRRAAAAmfKMaJ7zQzPYDzNg2XHcHqk4rORyMuGsEO8x2vNLfYqChncO8qnGoO3KyXf2c4kFBXXNL-QqMglGXhkGUNkgg51OKsWZeEd5GCAsJ--qrxgAPItWyy-r-UnD--b4KMVVEhCpmTb-xice-mMuFwfn0fYAGhQ0CijDYsd6AcUgfeDSBlRV8Eqpgg,"1337|CoQBdwAAAOeG-xthaaLPsh91LKetZggXVjZdXfxqZoaffwOQRTxyXUEYoilzen5IkFSBw7_ypVD7x0C1WDe9rM7B7UlJZDZGlHhzqEB5X0JP404tYreBF7Kg3ITC72VxBK6Wl9eTZlnUyuN2usDd1ea633-ywTDvFgwy_rmL--M5nbxlqAPqEhBxEClc8pXYloBiKTG7rrvMGhQPH18zkG5gb_XgHUVgom5hYiwZ6g|<a href=""https://maps.google.com/maps/contrib/114758755395066726402/photos"">Jose Balderas</a>|1004",health,5,21f2bdb1872799ac85864cdd855d12d562d813f8
3071,29.605815,-95.626403,1,,Point,Fluor+Corp.+Houston+Texas,Fluor Corporation,1,,0,Scientist,ChIJn1EPkMHmQIYR94Qhqke0etw,"general_contractor,point_of_interest,establishment","1 Fluor Daniel Dr, Sugar Land, TX 77478, United States",CmRSAAAAR2Tr0Br1J-KPhnDl2sIosiHzXshNyUS3EacRZnsdDAkzttJmvjnxtpb5GUi3Wawauv4Cyng9nqX1PQNR6ycFEekIU2riWUv6NzTqRdmbLQxU9IS1bBJqlW1bXf6ApwFZEhB_aKFNUy6-BvbkDQmhVQ10GhT9Ub_DhFdV-V79nNd98MlTu_G_vg,"2560|CoQBdwAAAJuB8NxQBD0YkLRrVy21RTyPII0_pLtfm_iuvTFzCGIWHHPZyTfzl9GbdHOnrrBk2WtEQR8omBQvRyA67_chiSlChHLXr4CF37OrBMlugAIewn4G07Mv3qiF84v-xJHv_8tkqAlHvOrykbhGwz7HLZdA06SHWTD8n2CBYDOaPO-XEhDG_BK8JBiohcRsIpz9gmjQGhRbAVBWTZPc0IksGJJ-iYJBfqcEEQ|<a href=""https://maps.google.com/maps/contrib/109613843784378505749/photos"">Ke Th</a>|1440",other,4.3,e6348b817df4606dd19d6b2126db186e07643650
3072,29.69547,-95.122449,1,,Point,Fluor+Corp.+Houston+Texas,Fluor Craft Employment & Training Center,1,,0,Scientist,ChIJJ6l6suChQIYR96HgQaBUmX0,"general_contractor,point_of_interest,establishment","1809 Center St, Deer Park, TX 77536, United States",CmRRAAAAgQ3YlYvuMp-h9rhGSXqcZMSQkGR7ONUx40Nh2Kc8StBgv_udTZogrSYRSDTzSc_47bG-enNjh1TE-Rp-MwGeiPCI3cqk22VsjIpGp58gZZx7e7Sv_rdZupa-0hESKl1YEhCfxuEZNwN8KCDm6YbwUxmqGhQbSvyEzE8Kho3tv5zo8FP5ImKgYA,"3264|CoQBdwAAANN0PoY9scmYbSFO7snb-1IbGPabuFU6kl88W2CT12XIx2lOgpwskqnjoO4rcM5h6VvRzswdDtKB2U511MHmYsplqC_rxABW52l3dXL7Yx0u4INQ9-2jbR-wfWFNQjGQ4PUW_4AOy2cqPTgg8NJpV517LDwyJvgeOvTxh0hrpMY5EhCSvzEGiqVtZ6TWGH3aT0xKGhRewQWJJUXE5dQ50tbGeCE8VUAYQA|<a href=""https://maps.google.com/maps/contrib/107934174504177841943/photos"">Jari Fuller</a>|1836",other,4,7e247870b26bdf94d438bd0eeaccd85961d359de
3073,29.7696876,-95.0101569,1,,Point,Fluor+Corp.+Houston+Texas,Fluor Craft Employment,1,,0,Scientist,ChIJ89hP89teP4YRRs-RiKTcsq4,"general_contractor,point_of_interest,establishment","4226 Decker Dr, Baytown, TX 77520, United States",CmRSAAAAR5YWasxVmVlgiGOJ-nDbT_7BCLBm7aute-qQsFyMXAceIHwH5KnW8aAuqX6syDm6R7Y0k4aIPYZa0Ibfo770ibPtLTVutanI1tfJhDTLzETNejRxhblqguOlrMohN0H0EhB2tNjbcoRMI__3VdaDwQYtGhR7EnQPKdZSApZacSjLKCwv9Q_PNg,"1944|CoQBdwAAAFJduVJCQksBIa94Qft8tC2iAKW7KuHB3xDNp41Q-bP-ZKxtaMnEGx-E72EPzcaR6Ft-z9z3hf-Mb7sECkQs072lThNRYumriZTgMe9VUUuJNf2XZ4TuLa-dBwiVdGswvPpZI0ZpFFOa6GyUnmxAYRTKWnD0bJZrMQrbM6UWDWYlEhCNP_8SNektBKm6K7T8lS6xGhTfx9MTTnWNoOda6QU_V3-daT-Kpw|<a href=""https://maps.google.com/maps/contrib/117603669748746939169/photos"">Angela Luczon</a>|2592",other,2.8,80ac8e6e020ebaeab73ab9fcb81431a2044f46a3
2060,29.9165992,-95.5542671,1,,Point,Forum+Energy+Technologies+Houston+Texas,Forum Energy Technologies,3,,0,subsea,ChIJI1fxgiXOQIYR41Bw4CYdZg4,"point_of_interest,establishment","10344 Sam Houston Park Dr #300, Houston, TX 77064, United States",CmRRAAAAACr_QnYp6xND26nSHIEWhp5rRQWiHLy6raKQc1a1i3uBClYoWT0c4AvzAALPZtp8FP1GIWKXl8T8GoCid7UG8ncweCLXQKh5Z5VJkhei8t4Aw1w3ziH6FxVLViauhmmREhBdq6Cqg52ivecykAsyNbo9GhRAKSuLzJxlf2GDOKqprWg-kGqO6g,,petroleum,4,7077bfc7e804af0d6ffe6b9f9c3df6be41011128
2061,29.7817447,-95.5355636,1,,Point,Forum+Energy+Technologies+Houston+Texas,Forum Energy Technologies,3,,0,subsea,ChIJ60W6ypbEQIYRAcVmJ22Bdo0,"point_of_interest,establishment","920 Memorial City Way #1000, Houston, TX 77024, United States",CmRSAAAACnKlwvnDI-vezQP9pHn8W45a2ud-h_ou5Ega4HYX4eyWnzA7lW3cDJb679px5xv6XFwIvCbJXwEyFYjPkFaqV7NoE8B4SeP2iUKCpOYKAuYkpmu75ZNBuvco7rIZUZAmEhCsp9AqGgvSXbBf-nYXXVLxGhTvp7h5pbvXtLNRAmsEolA8sjpBxg,"1193|CoQBdwAAAIUp-lgSci9gLNILLphJhuTICuPO3vBHki32LQw_qxyS80FR2Zg2YKfNigXHEgRob07BXXaer3c66WC5mtemYcOdBlQduYDn2syeguKsHfckgYTKsYzCs-XQkP53mBwX8P4uEwlgIrvqJDbtu66CppT9W9Cm4kDzmE7JtQFruFxkEhAhDIBr-ES_toGgVOn_2Zv4GhSy3yZfwueIwSCGUo-Rm0k-Z_xYuw|<a href=""https://maps.google.com/maps/contrib/117716512748051448384/photos"">Forum Energy Technologies</a>|1192",petroleum,1,6d28c18fc4d2e47beeac5abb269d2a3d0e277ab8
2062,29.6343018,-95.5967961,1,,Point,Forum+Energy+Technologies+Houston+Texas,Forum Energy Technologies,3,,0,subsea,ChIJUVnnFq_nQIYRq9CopXj7nf8,"point_of_interest,establishment","12735 Dairy Ashford Rd, Stafford, TX 77477, United States",CmRSAAAAIaa7f6ytFglEtIt81PJTpqRnRcTF7lTEWG9rV-ghZp_CE4N3hYldY6ycHYB20APvLXglidGB0NK-J7Ana6bAKXhuyo4-sK2KDvgIXTVPHZAe1qgpOqONhoHBgkPi567IEhAN-16kXIji_jZ6aS8fZ_A4GhSGWo94XWAvcMc4-vcotwDsCm1GbA,"4032|CoQBdwAAAE3ZnhSqDPIH0mn_HwfF49zu-vW-nEegfVY-MuBtLcLvkp5ZVglS0UvGTWSflIw4x0SSHhWgZPSdnrmhI860cGrFIdNCXPmZUGjmCAn2JDAu2T5IYkLynuuXcMqJgX56cLVdbwxFCs4ELMGOnZ3akHqsPI5qiBKa3-XL3i9GIQGyEhDuJLJ1lIU2-vVHg9irh4A7GhTEAl6MULH_FjBMnUvtTtqUpFP1Wg|<a href=""https://maps.google.com/maps/contrib/113393686545690700752/photos"">Franky Sifuentes</a>|3024",petroleum,4,f5dc828055e2d6bb5940c591ea61aabca350ca42
2667,29.7282023,-95.4465954,1,,Point,Fox+Television+Stations+LLC+Houston+Texas,FOX 26,1,,0,Satellite,ChIJB80cpQjBQIYREtGl7Cfy4_s,"point_of_interest,establishment","4261 Southwest Fwy, Houston, TX 77027, United States",CmRSAAAAG69nEW78Lz8S9SKoh1aQhc01hAZHiznUFqKGKE4BtZ6WmM2yQIAR6xG9doKCSR27BdPo49kPjIGOAbYPFjbDFc_FcQpzw0ZjLxQP_w2Rut1j4MXzEVfCEP8JsSki-DlZEhA349Jw2S0kO85_PGYMciSvGhTEq6qJpDQDShk00ChQejQNBf0RZA,"1280|CoQBdwAAABvq1Mn9Srz_wzT41mIyzTrvMmp7pv_1ycAOCHY91F5rBFfH1kdWgbCIY246J9za1M9N4caGzrHviFbY16ZzdADUtbNPx_-iRXg6YTvOInxo5LMte63ylGkHk7Z4x7DmeU8ObLXJdEsQJCStg0F7rtr1PMw4FGnEr7WFlBi1NywREhBvxYSW3uxryGMYVCmIq7cFGhSVn6p-jWWxTmnrBkUeURDJ2DdJsg|<a href=""https://maps.google.com/maps/contrib/112336452857068088663/photos"">FOX 26</a>|720",space,3.3,422308542d117ec2fc824f60337704650af0076d
3375,29.7391312,-95.2974894,1,,Point,Franklin+Academy+Houston+Texas,Franklin Elementary School,1,,0,Stem Cell,ChIJyYiSWzC8QIYRCzHHqlAvcZY,"school,point_of_interest,establishment","7101 Canal St, Houston, TX 77011, United States",CmRSAAAAyKzYHJxtVWe-36FOjxh9f5ff5Cz64_O7R_eCW-y02ogqRuGUW2YeI42h2qTMHLjdPhK7-dP0Yk7Ff1OvOcRjuwMcxIpsmZzEwFqvcwr_EJnle2dwxnecRK2ZRwTBnW_JEhDm_pji2OHppc5VKX2ngKLrGhQyt50v9FzDGCj2X-zbRZGnSCEQOw,,other,2.6,aa912667964163234993d25efadc0e4ef1798a61
